Orthogroup	Dgub_JAMKOV01	D_mel_protein
OG0008499	KAI8043888.1	FBpp0081949
OG0008501	KAI8044786.1	FBpp0082550
OG0008503	KAI8046513.1	FBpp0289718
OG0008504	KAI8046330.1	FBpp0082953
OG0008505	KAI8046379.1	FBpp0083415
OG0008507	KAI8044303.1	FBpp0082626
OG0008508	KAI8044302.1	FBpp0082627
OG0008510	KAI8046905.1	FBpp0082850
OG0008511	KAI8034058.1	FBpp0293828
OG0008512	KAI8044877.1	FBpp0083451
OG0008515	KAI8045383.1	FBpp0081907
OG0008516	KAI8045947.1	FBpp0083321
OG0008517	KAI8044656.1	FBpp0297783
OG0008519	KAI8045794.1	FBpp0081860
OG0008520	KAI8045795.1	FBpp0081882
OG0008521	KAI8045478.1	FBpp0081704
OG0008522	KAI8046378.1	FBpp0083412
OG0008523	KAI8046678.1	FBpp0082932
OG0008524	KAI8046680.1	FBpp0082916
OG0008525	KAI8045891.1	FBpp0082913
OG0008526	KAI8044155.1	FBpp0081879
OG0008527	KAI8044875.1	FBpp0083507
OG0008528	KAI8044991.1	FBpp0083439
OG0008529	KAI8044478.1	FBpp0082925
OG0008530	KAI8044477.1	FBpp0082907
OG0008532	KAI8036076.1	FBpp0070530
OG0008535	KAI8036069.1	FBpp0070538
OG0008536	KAI8033294.1	FBpp0077035
OG0008537	KAI8036075.1	FBpp0070531
OG0008538	KAI8036072.1	FBpp0070527
OG0008539	KAI8036032.1	FBpp0070542
OG0008540	KAI8036071.1	FBpp0070528
OG0008541	KAI8035012.1	FBpp0071421
OG0008542	KAI8035010.1	FBpp0071433
OG0008544	KAI8033501.1	FBpp0077055
OG0008545	KAI8033548.1	FBpp0099977
OG0008546	KAI8033547.1	FBpp0076897
OG0008548	KAI8034003.1	FBpp0292404
OG0008549	KAI8033343.1	FBpp0077054
OG0008550	KAI8033513.1	FBpp0077043
OG0008552	KAI8035019.1	FBpp0071420
OG0008553	KAI8035003.1	FBpp0071440
OG0008554	KAI8034015.1	FBpp0070884
OG0008555	KAI8033516.1	FBpp0077037
OG0008557	KAI8036014.1	FBpp0070458
OG0008559	KAI8044450.1	FBpp0312409
OG0008560	KAI8036015.1	FBpp0070476
OG0008561	KAI8046604.1	FBpp0288661
OG0008562	KAI8036010.1	FBpp0070457
OG0008563	KAI8044588.1	FBpp0081276
OG0008564	KAI8044813.1	FBpp0083515
OG0008565	KAI8036009.1	FBpp0271787
OG0008566	KAI8046397.1	FBpp0083485
OG0008567	KAI8044733.1	FBpp0289550
OG0008568	KAI8046658.1	FBpp0081061
OG0008569	KAI8044585.1	FBpp0081272
OG0008570	KAI8044675.1	FBpp0078591
OG0008573	KAI8045178.1	FBpp0081110
OG0008574	KAI8046475.1	FBpp0078533
OG0008575	KAI8046662.1	FBpp0290863
OG0008576	KAI8036013.1	FBpp0070475
OG0008577	KAI8046654.1	FBpp0078514
OG0008578	KAI8046661.1	FBpp0307898
OG0008579	KAI8044792.1	FBpp0078616
OG0008580	KAI8046765.1	FBpp0293822
OG0008583	KAI8034030.1	FBpp0070791
OG0008584	KAI8044451.1	FBpp0292463
OG0008585	KAI8034027.1	FBpp0070792
OG0008586	KAI8046283.1	FBpp0078599
OG0008588	KAI8046650.1	FBpp0307781
OG0008591	KAI8044795.1	FBpp0078606
OG0008592	KAI8045564.1	FBpp0081263
OG0008594	KAI8046884.1	FBpp0081124
OG0008596	KAI8033980.1	FBpp0070860
OG0008597	KAI8046780.1	FBpp0083452
OG0008599	KAI8044471.1	FBpp0081255
OG0008600	KAI8045284.1	FBpp0083501
OG0008601	KAI8045278.1	FBpp0083503
OG0008602	KAI8044794.1	FBpp0078625
OG0008604	KAI8046872.1	FBpp0078463
OG0008605	KAI8045705.1	FBpp0078557
OG0008606	KAI8046603.1	FBpp0078561
OG0008607	KAI8044735.1	FBpp0081312
OG0008608	KAI8044734.1	FBpp0081313
OG0008609	KAI8046541.1	FBpp0081114
OG0008610	KAI8045268.1	FBpp0078469
OG0008611	KAI8045266.1	FBpp0078425
OG0008612	KAI8045265.1	FBpp0078467
OG0008613	KAI8045010.1	FBpp0078566
OG0008614	KAI8046783.1	FBpp0083505
OG0008617	KAI8046605.1	FBpp0078564
OG0008618	KAI8044811.1	FBpp0083514
OG0008619	KAI8046537.1	FBpp0081117
OG0008620	KAI8045401.1	FBpp0081084
OG0008621	KAI8045402.1	FBpp0081128
OG0008622	KAI8046539.1	FBpp0081097
OG0008623	KAI8046189.1	FBpp0081269
OG0008624	KAI8044944.1	FBpp0081123
OG0008625	KAI8046779.1	FBpp0082574
OG0008626	KAI8046778.1	FBpp0082540
OG0008627	KAI8045409.1	FBpp0081152
OG0008628	KAI8044586.1	FBpp0081273
OG0008629	KAI8045003.1	FBpp0078568
OG0008630	KAI8046476.1	FBpp0290511
OG0008631	KAI8044673.1	FBpp0291542
OG0008632	KAI8034053.1	FBpp0070794
OG0008633	KAI8044582.1	FBpp0081241
OG0008634	KAI8046082.1	FBpp0081310
OG0008635	KAI8044892.1	FBpp0078520
OG0008636	KAI8045011.1	FBpp0078565
OG0008637	KAI8045069.1	FBpp0402857
OG0008638	KAI8045280.1	FBpp0083455
OG0008639	KAI8046777.1	FBpp0082539
OG0008641	KAI8046191.1	FBpp0113008
OG0008642	KAI8046081.1	FBpp0081281
OG0008643	KAI8045169.1	FBpp0078482
OG0008644	KAI8044581.1	FBpp0081242
OG0008645	KAI8045171.1	FBpp0290527
OG0008647	KAI8039535.1	FBpp0072147
OG0008648	KAI8036240.1	FBpp0300973
OG0008649	KAI8036374.1	FBpp0087471
OG0008650	KAI8036325.1	FBpp0086427
OG0008652	KAI8039527.1	FBpp0423265
OG0008653	KAI8034147.1	FBpp0072349
OG0008655	KAI8036366.1	FBpp0087478
OG0008656	KAI8034153.1	FBpp0091002
OG0008657	KAI8036354.1	FBpp0099444
OG0008658	KAI8039889.1	FBpp0072031
OG0008659	KAI8034152.1	FBpp0072352
OG0008660	KAI8036268.1	FBpp0290414
OG0008662	KAI8036250.1	FBpp0289610
OG0008663	KAI8036317.1	FBpp0087602
OG0008664	KAI8034117.1	FBpp0072310
OG0008666	KAI8036279.1	FBpp0113050
OG0008667	KAI8036257.1	FBpp0086343
OG0008668	KAI8036266.1	FBpp0288423
OG0008669	KAI8036280.1	FBpp0291294
OG0008670	KAI8033999.1	FBpp0070862
OG0008673	KAI8036244.1	FBpp0303578
OG0008674	KAI8036364.1	FBpp0111815
OG0008675	KAI8036384.1	FBpp0087616
OG0008676	KAI8036288.1	FBpp0110310
OG0008678	KAI8034129.1	FBpp0289407
OG0008679	KAI8039887.1	FBpp0072154
OG0008680	KAI8036356.1	FBpp0087461
OG0008681	KAI8034023.1	FBpp0070831
OG0008683	KAI8036305.1	FBpp0087483
OG0008684	KAI8034125.1	FBpp0072315
OG0008685	KAI8036029.1	FBpp0070468
OG0008687	KAI8036274.1	FBpp0099953
OG0008688	KAI8034052.1	FBpp0070795
OG0008689	KAI8036297.1	FBpp0087517
OG0008690	KAI8036296.1	FBpp0087518
OG0008691	KAI8036306.1	FBpp0087569
OG0008692	KAI8036327.1	FBpp0086426
OG0008693	KAI8036264.1	FBpp0087560
OG0008695	KAI8036258.1	FBpp0086344
OG0008697	KAI8036333.1	FBpp0086416
OG0008698	KAI8036332.1	FBpp0086454
OG0008699	KAI8036312.1	FBpp0292043
OG0008700	KAI8033983.1	FBpp0070887
OG0008701	KAI8036383.1	FBpp0088616
OG0008702	KAI8036310.1	FBpp0087468
OG0008703	KAI8036349.1	FBpp0291690
OG0008704	KAI8036346.1	FBpp0271804
OG0008706	KAI8036378.1	FBpp0087514
OG0008707	KAI8036379.1	FBpp0087492
OG0008708	KAI8034118.1	FBpp0087971
OG0008709	KAI8036275.1	FBpp0087579
OG0008710	KAI8039816.1	FBpp0072135
OG0008711	KAI8039867.1	FBpp0072037
OG0008712	KAI8036234.1	FBpp0087526
OG0008713	KAI8036368.1	FBpp0087527
OG0008715	KAI8039907.1	FBpp0072038
OG0008716	KAI8034021.1	FBpp0070857
OG0008717	KAI8039882.1	FBpp0072151
OG0008718	KAI8036243.1	FBpp0086441
OG0008719	KAI8039534.1	FBpp0072148
OG0008721	KAI8039530.1	FBpp0290385
OG0008724	KAI8036313.1	FBpp0422656
OG0008725	KAI8036363.1	FBpp0087566
OG0008726	KAI8036233.1	FBpp0087553
OG0008727	KAI8036260.1	FBpp0086406
OG0008728	KAI8039885.1	FBpp0072033
OG0008729	KAI8036301.1	FBpp0087519
OG0008731	KAI8036376.1	FBpp0087515
OG0008732	KAI8036249.1	FBpp0086348
OG0008733	KAI8038003.1	FBpp0086399
OG0008734	KAI8044334.1	FBpp0082033
OG0008735	KAI8046502.1	FBpp0082039
OG0008737	KAI8034006.1	FBpp0070843
OG0008738	KAI8045043.1	FBpp0082081
OG0008739	KAI8045042.1	FBpp0423040
OG0008740	KAI8045044.1	FBpp0082040
OG0008741	KAI8035314.1	FBpp0288526
OG0008742	KAI8033997.1	FBpp0070886
OG0008744	KAI8038218.1	FBpp0078781
OG0008745	KAI8038219.1	FBpp0078871
OG0008747	KAI8035895.1	FBpp0085779
OG0008748	KAI8035888.1	FBpp0085763
OG0008749	KAI8038189.1	FBpp0078915
OG0008750	KAI8035349.1	FBpp0074009
OG0008751	KAI8035355.1	FBpp0307917
OG0008752	KAI8035321.1	FBpp0074017
OG0008753	KAI8035325.1	FBpp0074005
OG0008755	KAI8035338.1	FBpp0073995
OG0008756	KAI8042576.1	FBpp0080981
OG0008758	KAI8042013.1	FBpp0079430
OG0008759	KAI8034012.1	FBpp0070865
OG0008760	KAI8042234.1	FBpp0079492
OG0008762	KAI8041888.1	FBpp0099453
OG0008763	KAI8041893.1	FBpp0071551
OG0008767	KAI8042014.1	FBpp0271837
OG0008768	KAI8042012.1	FBpp0079429
OG0008770	KAI8043499.1	FBpp0289637
OG0008772	KAI8043689.1	FBpp0079332
OG0008773	KAI8042445.1	FBpp0079641
OG0008774	KAI8034000.1	FBpp0070859
OG0008775	KAI8042792.1	FBpp0304516
OG0008776	KAI8043093.1	FBpp0080912
OG0008777	KAI8043424.1	FBpp0079589
OG0008778	KAI8042375.1	FBpp0079617
OG0008780	KAI8042975.1	FBpp0113027
OG0008781	KAI8043581.1	FBpp0079552
OG0008782	KAI8042528.1	FBpp0079651
OG0008783	KAI8042980.1	FBpp0079435
OG0008784	KAI8042011.1	FBpp0079428
OG0008785	KAI8038308.1	FBpp0312330
OG0008786	KAI8043117.1	FBpp0111291
OG0008787	KAI8042374.1	FBpp0079616
OG0008788	KAI8042192.1	FBpp0289589
OG0008789	KAI8042194.1	FBpp0088883
OG0008790	KAI8042310.1	FBpp0079548
OG0008791	KAI8043773.1	FBpp0079523
OG0008792	KAI8042099.1	FBpp0099657
OG0008793	KAI8035815.1	FBpp0113015
OG0008795	KAI8035957.1	FBpp0071954
OG0008796	KAI8043095.1	FBpp0080936
OG0008797	KAI8042081.1	FBpp0080926
OG0008798	KAI8042926.1	FBpp0111289
OG0008799	KAI8043778.1	FBpp0079340
OG0008800	KAI8043426.1	FBpp0079644
OG0008801	KAI8043777.1	FBpp0079338
OG0008802	KAI8042726.1	FBpp0079334
OG0008804	KAI8042921.1	FBpp0079405
OG0008806	KAI8042872.1	FBpp0289151
OG0008807	KAI8042874.1	FBpp0079371
OG0008808	KAI8043386.1	FBpp0300914
OG0008809	KAI8035953.1	FBpp0111318
OG0008810	KAI8043612.1	FBpp0297397
OG0008811	KAI8043688.1	FBpp0079354
OG0008812	KAI8043166.1	FBpp0081034
OG0008814	KAI8042715.1	FBpp0289652
OG0008815	KAI8042714.1	FBpp0290898
OG0008816	KAI8043768.1	FBpp0079528
OG0008817	KAI8043776.1	FBpp0079526
OG0008818	KAI8042717.1	FBpp0079559
OG0008820	KAI8042082.1	FBpp0292877
OG0008821	KAI8042083.1	FBpp0292878
OG0008822	KAI8035839.1	FBpp0071600
OG0008826	KAI8042231.1	FBpp0079491
OG0008827	KAI8042232.1	FBpp0079490
OG0008828	KAI8043212.1	FBpp0428172
OG0008830	KAI8042059.1	FBpp0080933
OG0008831	KAI8042060.1	FBpp0080917
OG0008832	KAI8043508.1	FBpp0079663
OG0008833	KAI8033014.1	FBpp0076678
OG0008835	KAI8042894.1	FBpp0079627
OG0008836	KAI8042577.1	FBpp0297862
OG0008837	KAI8043396.1	FBpp0080906
OG0008839	KAI8035887.1	FBpp0071595
OG0008840	KAI8035820.1	FBpp0071631
OG0008841	KAI8041985.1	FBpp0080984
OG0008842	KAI8038105.1	FBpp0081017
OG0008843	KAI8042147.1	FBpp0100163
OG0008844	KAI8042151.1	FBpp0307473
OG0008845	KAI8042148.1	FBpp0100162
OG0008846	KAI8035849.1	FBpp0071627
OG0008848	KAI8041982.1	FBpp0080943
OG0008850	KAI8041920.1	FBpp0079399
OG0008851	KAI8042441.1	FBpp0088796
OG0008852	KAI8042444.1	FBpp0079593
OG0008853	KAI8042150.1	FBpp0079514
OG0008854	KAI8043501.1	FBpp0079576
OG0008855	KAI8043167.1	FBpp0113107
OG0008856	KAI8043168.1	FBpp0110244
OG0008857	KAI8042373.1	FBpp0079633
OG0008858	KAI8042235.1	FBpp0079493
OG0008861	KAI8042522.1	FBpp0079578
OG0008865	KAI8042309.1	FBpp0111265
OG0008866	KAI8035877.1	FBpp0289241
OG0008867	KAI8035834.1	FBpp0289266
OG0008869	KAI8041895.1	FBpp0079628
OG0008870	KAI8043239.1	FBpp0080968
OG0008871	KAI8043115.1	FBpp0079470
OG0008873	KAI8042106.1	FBpp0079288
OG0008874	KAI8042526.1	FBpp0079577
OG0008875	KAI8043056.1	FBpp0079445
OG0008876	KAI8042369.1	FBpp0293061
OG0008877	KAI8042308.1	FBpp0079550
OG0008878	KAI8043774.1	FBpp0079524
OG0008879	KAI8035915.1	FBpp0071596
OG0008880	KAI8035916.1	FBpp0071587
OG0008881	KAI8042800.1	FBpp0079361
OG0008882	KAI8042100.1	FBpp0079312
OG0008883	KAI8035951.1	FBpp0288724
OG0008886	KAI8042340.1	FBpp0079304
OG0008887	KAI8042595.1	FBpp0079568
OG0008888	KAI8042596.1	FBpp0079675
OG0008890	KAI8043430.1	FBpp0301796
OG0008892	KAI8042529.1	FBpp0079648
OG0008893	KAI8043381.1	FBpp0079305
OG0008894	KAI8043333.1	FBpp0079609
OG0008895	KAI8043162.1	FBpp0080994
OG0008896	KAI8043242.1	FBpp0080978
OG0008897	KAI8042377.1	FBpp0080955
OG0008898	KAI8043116.1	FBpp0079501
OG0008899	KAI8043503.1	FBpp0079573
OG0008901	KAI8042370.1	FBpp0079614
OG0008902	KAI8042371.1	FBpp0079634
OG0008903	KAI8042865.1	FBpp0079374
OG0008904	KAI8042448.1	FBpp0079596
OG0008905	KAI8035835.1	FBpp0071583
OG0008906	KAI8043428.1	FBpp0079582
OG0008907	KAI8035858.1	FBpp0071911
OG0008908	KAI8035955.1	FBpp0071950
OG0008910	KAI8041979.1	FBpp0288481
OG0008912	KAI8034837.1	FBpp0073306
OG0008913	KAI8034878.1	FBpp0112397
OG0008914	KAI8040864.1	FBpp0076705
OG0008915	KAI8040800.1	FBpp0112371
OG0008916	KAI8040492.1	FBpp0076539
OG0008917	KAI8040888.1	FBpp0076538
OG0008918	KAI8040573.1	FBpp0076230
OG0008919	KAI8040683.1	FBpp0289733
OG0008920	KAI8036624.1	FBpp0292793
OG0008921	KAI8036781.1	FBpp0288705
OG0008922	KAI8034834.1	FBpp0073307
OG0008923	KAI8034833.1	FBpp0073308
OG0008924	KAI8036646.1	FBpp0077911
OG0008925	KAI8036675.1	FBpp0074628
OG0008926	KAI8040690.1	FBpp0297621
OG0008927	KAI8040687.1	FBpp0076520
OG0008928	KAI8040685.1	FBpp0076522
OG0008929	KAI8040643.1	FBpp0076609
OG0008932	KAI8040644.1	FBpp0078049
OG0008934	KAI8036711.1	FBpp0074629
OG0008935	KAI8036748.1	FBpp0077873
OG0008936	KAI8040891.1	FBpp0076535
OG0008937	KAI8040484.1	FBpp0428087
OG0008938	KAI8040593.1	FBpp0076693
OG0008939	KAI8040929.1	FBpp0076604
OG0008940	KAI8040886.1	FBpp0288662
OG0008941	KAI8040243.1	FBpp0077994
OG0008942	KAI8034844.1	FBpp0294058
OG0008943	KAI8040851.1	FBpp0076573
OG0008948	KAI8040445.1	FBpp0076728
OG0008949	KAI8036623.1	FBpp0074681
OG0008950	KAI8033087.1	FBpp0084435
OG0008951	KAI8040446.1	FBpp0076729
OG0008953	KAI8040489.1	FBpp0076541
OG0008954	KAI8040847.1	FBpp0076572
OG0008956	KAI8034851.1	FBpp0312370
OG0008957	KAI8036598.1	FBpp0077931
OG0008958	KAI8034871.1	FBpp0073317
OG0008959	KAI8040867.1	FBpp0076704
OG0008960	KAI8040237.1	FBpp0078063
OG0008961	KAI8040329.1	FBpp0076703
OG0008962	KAI8036679.1	FBpp0111350
OG0008963	KAI8036674.1	FBpp0075722
OG0008964	KAI8040779.1	FBpp0076712
OG0008965	KAI8034852.1	FBpp0312371
OG0008966	KAI8040866.1	FBpp0111380
OG0008968	KAI8036789.1	FBpp0074687
OG0008970	KAI8036667.1	FBpp0075783
OG0008971	KAI8036671.1	FBpp0301714
OG0008972	KAI8040571.1	FBpp0076264
OG0008974	KAI8034888.1	FBpp0073395
OG0008976	KAI8040868.1	FBpp0076707
OG0008977	KAI8040869.1	FBpp0076723
OG0008978	KAI8040535.1	FBpp0288885
OG0008979	KAI8040537.1	FBpp0076773
OG0008980	KAI8040534.1	FBpp0076755
OG0008981	KAI8040533.1	FBpp0076774
OG0008982	KAI8040617.1	FBpp0077998
OG0008983	KAI8040836.1	FBpp0077966
OG0008984	KAI8040834.1	FBpp0077965
OG0008985	KAI8034876.1	FBpp0073303
OG0008986	KAI8034839.1	FBpp0073304
OG0008987	KAI8034889.1	FBpp0073316
OG0008989	KAI8040769.1	FBpp0292362
OG0008990	KAI8034868.1	FBpp0074285
OG0008991	KAI8040477.1	FBpp0076718
OG0008992	KAI8040226.1	FBpp0076213
OG0008993	KAI8040227.1	FBpp0076185
OG0008994	KAI8040600.1	FBpp0076184
OG0008995	KAI8040327.1	FBpp0076732
OG0008997	KAI8040721.1	FBpp0076731
OG0008998	KAI8034816.1	FBpp0073387
OG0008999	KAI8036776.1	FBpp0074662
OG0009000	KAI8036609.1	FBpp0074596
OG0009001	KAI8040469.1	FBpp0078069
OG0009002	KAI8040470.1	FBpp0078066
OG0009003	KAI8036715.1	FBpp0074676
OG0009005	KAI8040853.1	FBpp0076576
OG0009007	KAI8036621.1	FBpp0074588
OG0009008	KAI8036737.1	FBpp0074634
OG0009009	KAI8036617.1	FBpp0074635
OG0009010	KAI8036622.1	FBpp0074633
OG0009015	KAI8034860.1	FBpp0074288
OG0009016	KAI8034880.1	FBpp0073313
OG0009017	KAI8034879.1	FBpp0073312
OG0009018	KAI8034340.1	FBpp0073325
OG0009020	KAI8040544.1	FBpp0076279
OG0009021	KAI8040465.1	FBpp0076558
OG0009023	KAI8040409.1	FBpp0077981
OG0009024	KAI8040472.1	FBpp0297289
OG0009026	KAI8036804.1	FBpp0077858
OG0009027	KAI8036806.1	FBpp0077856
OG0009029	KAI8036641.1	FBpp0075274
OG0009030	KAI8036607.1	FBpp0074617
OG0009031	KAI8040417.1	FBpp0076771
OG0009032	KAI8040416.1	FBpp0076772
OG0009034	KAI8040768.1	FBpp0292155
OG0009035	KAI8036683.1	FBpp0288838
OG0009036	KAI8040804.1	FBpp0077925
OG0009037	KAI8040434.1	FBpp0077924
OG0009040	KAI8034836.1	FBpp0111469
OG0009042	KAI8040936.1	FBpp0111673
OG0009043	KAI8040606.1	FBpp0076172
OG0009044	KAI8040605.1	FBpp0111674
OG0009046	KAI8036647.1	FBpp0077909
OG0009047	KAI8040774.1	FBpp0076715
OG0009048	KAI8036642.1	FBpp0075272
OG0009049	KAI8036723.1	FBpp0074639
OG0009050	KAI8036619.1	FBpp0074638
OG0009051	KAI8036649.1	FBpp0077891
OG0009052	KAI8040251.1	FBpp0075775
OG0009053	KAI8040602.1	FBpp0076183
OG0009054	KAI8036747.1	FBpp0077903
OG0009055	KAI8036746.1	FBpp0077939
OG0009058	KAI8040932.1	FBpp0076607
OG0009059	KAI8040258.1	FBpp0303189
OG0009060	KAI8036650.1	FBpp0077893
OG0009061	KAI8034327.1	FBpp0071188
OG0009062	KAI8036629.1	FBpp0077841
OG0009063	KAI8040620.1	FBpp0078059
OG0009064	KAI8040615.1	FBpp0077995
OG0009065	KAI8040934.1	FBpp0076608
OG0009066	KAI8040933.1	FBpp0076644
OG0009068	KAI8040487.1	FBpp0428229
OG0009069	KAI8040586.1	FBpp0304450
OG0009070	KAI8036640.1	FBpp0077868
OG0009071	KAI8036626.1	FBpp0077896
OG0009073	KAI8040294.1	FBpp0076532
OG0009074	KAI8040293.1	FBpp0076519
OG0009075	KAI8040647.1	FBpp0076643
OG0009076	KAI8036779.1	FBpp0077854
OG0009077	KAI8040796.1	FBpp0077983
OG0009078	KAI8040529.1	FBpp0076745
OG0009079	KAI8034882.1	FBpp0073310
OG0009080	KAI8036736.1	FBpp0077867
OG0009081	KAI8040383.1	FBpp0076485
OG0009082	KAI8040879.1	FBpp0076465
OG0009083	KAI8036700.1	FBpp0077885
OG0009085	KAI8040232.1	FBpp0075809
OG0009086	KAI8040231.1	FBpp0075764
OG0009087	KAI8040220.1	FBpp0076691
OG0009088	KAI8040462.1	FBpp0076580
OG0009089	KAI8036627.1	FBpp0074671
OG0009090	KAI8040871.1	FBpp0076244
OG0009091	KAI8040540.1	FBpp0076283
OG0009092	KAI8036730.1	FBpp0074664
OG0009093	KAI8040830.1	FBpp0089009
OG0009094	KAI8034821.1	FBpp0073354
OG0009095	KAI8040476.1	FBpp0077962
OG0009096	KAI8036699.1	FBpp0077852
OG0009097	KAI8036702.1	FBpp0077883
OG0009100	KAI8036744.1	FBpp0305667
OG0009101	KAI8036600.1	FBpp0077892
OG0009102	KAI8040411.1	FBpp0077982
OG0009103	KAI8040216.1	FBpp0076651
OG0009104	KAI8036706.1	FBpp0077900
OG0009105	KAI8040230.1	FBpp0076186
OG0009106	KAI8036778.1	FBpp0077855
OG0009110	KAI8040229.1	FBpp0076207
OG0009112	KAI8036760.1	FBpp0075267
OG0009113	KAI8040883.1	FBpp0076513
OG0009115	KAI8036707.1	FBpp0077899
OG0009116	KAI8040849.1	FBpp0305020
OG0009117	KAI8036669.1	FBpp0075723
OG0009118	KAI8036637.1	FBpp0077901
OG0009119	KAI8045736.1	FBpp0085205
OG0009120	KAI8045991.1	FBpp0110114
OG0009121	KAI8045986.1	FBpp0081506
OG0009122	KAI8046101.1	FBpp0084045
OG0009123	KAI8044714.1	FBpp0084080
OG0009124	KAI8045621.1	FBpp0085129
OG0009125	KAI8045626.1	FBpp0085121
OG0009126	KAI8046139.1	FBpp0306614
OG0009127	KAI8044834.1	FBpp0081488
OG0009128	KAI8044211.1	FBpp0085218
OG0009129	KAI8046305.1	FBpp0081451
OG0009131	KAI8044707.1	FBpp0084082
OG0009132	KAI8044022.1	FBpp0293879
OG0009133	KAI8046141.1	FBpp0085098
OG0009135	KAI8045869.1	FBpp0085224
OG0009136	KAI8045862.1	FBpp0085226
OG0009137	KAI8044214.1	FBpp0085196
OG0009138	KAI8045868.1	FBpp0085192
OG0009139	KAI8045865.1	FBpp0292025
OG0009140	KAI8044208.1	FBpp0085195
OG0009141	KAI8044712.1	FBpp0297242
OG0009142	KAI8044023.1	FBpp0085126
OG0009143	KAI8044711.1	FBpp0084105
OG0009144	KAI8044539.1	FBpp0085116
OG0009145	KAI8045234.1	FBpp0081533
OG0009147	KAI8046220.1	FBpp0084078
OG0009148	KAI8046221.1	FBpp0084112
OG0009149	KAI8046218.1	FBpp0084113
OG0009152	KAI8044837.1	FBpp0081490
OG0009154	KAI8044836.1	FBpp0289966
OG0009155	KAI8045233.1	FBpp0081504
OG0009157	KAI8044833.1	FBpp0081447
OG0009158	KAI8046256.1	FBpp0081475
OG0009159	KAI8043903.1	FBpp0085167
OG0009160	KAI8044484.1	FBpp0084049
OG0009161	KAI8045860.1	FBpp0085182
OG0009163	KAI8044616.1	FBpp0084071
OG0009165	KAI8044488.1	FBpp0081522
OG0009166	KAI8045277.1	FBpp0084115
OG0009167	KAI8045737.1	FBpp0085204
OG0009168	KAI8045740.1	FBpp0085208
OG0009170	KAI8045230.1	FBpp0081503
OG0009171	KAI8043904.1	FBpp0085156
OG0009172	KAI8044027.1	FBpp0085175
OG0009174	KAI8043911.1	FBpp0085166
OG0009175	KAI8045535.1	FBpp0085171
OG0009176	KAI8045533.1	FBpp0085150
OG0009177	KAI8045988.1	FBpp0081508
OG0009178	KAI8045987.1	FBpp0289871
OG0009179	KAI8046223.1	FBpp0084110
OG0009180	KAI8046222.1	FBpp0084111
OG0009181	KAI8045993.1	FBpp0081507
OG0009183	KAI8046104.1	FBpp0084044
OG0009184	KAI8046107.1	FBpp0084043
OG0009185	KAI8045630.1	FBpp0085137
OG0009186	KAI8045497.1	FBpp0085119
OG0009187	KAI8044952.1	FBpp0084040
OG0009188	KAI8046735.1	FBpp0291343
OG0009189	KAI8046736.1	FBpp0081465
OG0009190	KAI8046737.1	FBpp0081464
OG0009191	KAI8046108.1	FBpp0084120
OG0009192	KAI8046111.1	FBpp0084067
OG0009193	KAI8046733.1	FBpp0081459
OG0009195	KAI8044710.1	FBpp0084084
OG0009197	KAI8044543.1	FBpp0085138
OG0009198	KAI8044617.1	FBpp0084070
OG0009199	KAI8037718.1	FBpp0292730
OG0009200	KAI8037743.1	FBpp0078153
OG0009201	KAI8037933.1	FBpp0078138
OG0009202	KAI8037742.1	FBpp0078159
OG0009203	KAI8037755.1	FBpp0297770
OG0009204	KAI8037904.1	FBpp0297769
OG0009205	KAI8037750.1	FBpp0297768
OG0009206	KAI8037783.1	FBpp0113038
OG0009207	KAI8037912.1	FBpp0078093
OG0009208	KAI8037874.1	FBpp0078088
OG0009209	KAI8037892.1	FBpp0293498
OG0009210	KAI8037879.1	FBpp0078077
OG0009211	KAI8037831.1	FBpp0078087
OG0009212	KAI8037769.1	FBpp0078106
OG0009213	KAI8037829.1	FBpp0078110
OG0009214	KAI8037828.1	FBpp0078109
OG0009215	KAI8037752.1	FBpp0078167
OG0009216	KAI8037791.1	FBpp0075456
OG0009218	KAI8037773.1	FBpp0291628
OG0009219	KAI8037816.1	FBpp0075434
OG0009220	KAI8037817.1	FBpp0075455
OG0009221	KAI8037779.1	FBpp0075439
OG0009222	KAI8037758.1	FBpp0297408
OG0009223	KAI8037782.1	FBpp0300405
OG0009224	KAI8037714.1	FBpp0304162
OG0009225	KAI8037712.1	FBpp0292731
OG0009226	KAI8037767.1	FBpp0091029
OG0009227	KAI8037763.1	FBpp0288721
OG0009228	KAI8037883.1	FBpp0075482
OG0009229	KAI8037748.1	FBpp0075477
OG0009231	KAI8037811.1	FBpp0078144
OG0009232	KAI8037812.1	FBpp0078163
OG0009233	KAI8037901.1	FBpp0078158
OG0009234	KAI8037781.1	FBpp0078160
OG0009235	KAI8037727.1	FBpp0078116
OG0009236	KAI8037936.1	FBpp0078083
OG0009237	KAI8037729.1	FBpp0078117
OG0009238	KAI8037788.1	FBpp0078142
OG0009239	KAI8037876.1	FBpp0078089
OG0009240	KAI8037815.1	FBpp0078162
OG0009241	KAI8037943.1	FBpp0290236
OG0009242	KAI8037720.1	FBpp0075465
OG0009244	KAI8037830.1	FBpp0078108
OG0009245	KAI8037938.1	FBpp0075472
OG0009246	KAI8037895.1	FBpp0078102
OG0009247	KAI8037878.1	FBpp0078111
OG0009248	KAI8037877.1	FBpp0078086
OG0009249	KAI8038692.1	FBpp0304545
OG0009250	KAI8038528.1	FBpp0289082
